Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method,Year,Month,Quarter,Month Name,Weekday,Profit Margin
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Men's Apparel,60.0,225,135000,40500,30%,In-store,2021,1,1,January,Thursday,30.0
Amazon,1185732,2021-01-21,Northeast,Vermont,Burlington,Women's Apparel,50.0,325,162500,56875,35%,In-store,2021,1,1,January,Thursday,35.0
Amazon,1185732,2021-02-19,Northeast,Vermont,Burlington,Men's Street Footwear,50.0,600,300000,120000,40%,In-store,2021,2,1,February,Friday,40.0
Amazon,1185732,2021-02-19,Northeast,Vermont,Burlington,Men's Athletic Footwear,50.0,250,125000,50000,40%,In-store,2021,2,1,February,Friday,40.0
Amazon,1185732,2021-02-19,Northeast,Vermont,Burlington,Women's Street Footwear,40.0,300,120000,36000,30%,In-store,2021,2,1,February,Friday,30.0
Amazon,1185732,2021-02-19,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45.0,200,90000,27000,30%,In-store,2021,2,1,February,Friday,30.0
Amazon,1185732,2021-02-19,Northeast,New Hampshire,Manchester,Men's Apparel,60.0,275,165000,49500,30%,In-store,2021,2,1,February,Friday,30.0
Amazon,1185732,2021-02-19,Northeast,New Hampshire,Manchester,Women's Apparel,50.0,375,187500,65625,35%,In-store,2021,2,1,February,Friday,35.0
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,50.0,570,285000,114000,40%,In-store,2021,3,1,March,Wednesday,40.0
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,50.0,275,137500,55000,40%,In-store,2021,3,1,March,Wednesday,40.0
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,40.0,300,120000,36000,30%,In-store,2021,3,1,March,Wednesday,30.0
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45.0,150,67500,20250,30%,In-store,2021,3,1,March,Wednesday,30.0
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Men's Apparel,60.0,200,120000,36000,30%,In-store,2021,3,1,March,Wednesday,30.0
Amazon,1185732,2021-03-17,Northeast,New Hampshire,Manchester,Women's Apparel,50.0,300,150000,52500,35%,In-store,2021,3,1,March,Wednesday,35.0
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Men's Street Footwear,50.0,550,275000,110000,40%,In-store,2021,4,2,April,Sunday,40.0
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,50.0,250,125000,50000,40%,In-store,2021,4,2,April,Sunday,40.0
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Street Footwear,40.0,250,100000,30000,30%,In-store,2021,4,2,April,Sunday,30.0
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,45.0,175,78750,23625,30%,In-store,2021,4,2,April,Sunday,30.0
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Men's Apparel,60.0,175,105000,31500,30%,In-store,2021,4,2,April,Sunday,30.0
Amazon,1185732,2021-04-18,Northeast,New Hampshire,Manchester,Women's Apparel,50.0,325,162500,56875,35%,In-store,2021,4,2,April,Sunday,35.0
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,65.0,595,386750,154700,40%,In-store,2021,5,2,May,Monday,40.0
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60.0,300,180000,72000,40%,In-store,2021,5,2,May,Monday,40.0
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,55.0,325,178750,53625,30%,In-store,2021,5,2,May,Monday,30.0
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55.0,275,151250,45375,30%,In-store,2021,5,2,May,Monday,30.0
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Men's Apparel,65.0,300,195000,58500,30%,In-store,2021,5,2,May,Monday,30.0
Amazon,1185732,2021-05-17,Northeast,New Hampshire,Manchester,Women's Apparel,70.0,425,297500,104125,35%,In-store,2021,5,2,May,Monday,35.0
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Men's Street Footwear,65.0,675,438750,175500,40%,In-store,2021,6,2,June,Saturday,40.0
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60.0,425,255000,102000,40%,In-store,2021,6,2,June,Saturday,40.0
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Women's Street Footwear,55.0,350,192500,57750,30%,In-store,2021,6,2,June,Saturday,30.0
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55.0,325,178750,53625,30%,In-store,2021,6,2,June,Saturday,30.0
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Men's Apparel,65.0,325,211250,63375,30%,In-store,2021,6,2,June,Saturday,30.0
Amazon,1185732,2021-06-19,Northeast,New Hampshire,Manchester,Women's Apparel,70.0,475,332500,116375,35%,In-store,2021,6,2,June,Saturday,35.0
Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,65.0,700,455000,182000,40%,In-store,2021,7,3,July,Saturday,40.0
Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60.0,450,270000,108000,40%,Outlet,2021,7,3,July,Saturday,40.0
Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,55.0,375,206250,61875,30%,Outlet,2021,7,3,July,Saturday,30.0
Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55.0,325,178750,53625,30%,Outlet,2021,7,3,July,Saturday,30.0
Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Men's Apparel,65.0,350,227500,68250,30%,Outlet,2021,7,3,July,Saturday,30.0
Amazon,1185732,2021-07-17,Northeast,New Hampshire,Manchester,Women's Apparel,70.0,525,367500,128625,35%,Outlet,2021,7,3,July,Saturday,35.0
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Men's Street Footwear,65.0,675,438750,175500,40%,Outlet,2021,8,3,August,Wednesday,40.0
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60.0,450,270000,108000,40%,Outlet,2021,8,3,August,Wednesday,40.0
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Women's Street Footwear,55.0,375,206250,61875,30%,Outlet,2021,8,3,August,Wednesday,30.0
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55.0,275,151250,45375,30%,Outlet,2021,8,3,August,Wednesday,30.0
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Men's Apparel,65.0,250,162500,48750,30%,Outlet,2021,8,3,August,Wednesday,30.0
Amazon,1185732,2021-08-18,Northeast,New Hampshire,Manchester,Women's Apparel,70.0,425,297500,104125,35%,Outlet,2021,8,3,August,Wednesday,35.0
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,65.0,550,357500,143000,40%,Outlet,2021,9,3,September,Friday,40.0
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,60.0,350,210000,84000,40%,Outlet,2021,9,3,September,Friday,40.0
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,55.0,250,137500,41250,30%,Outlet,2021,9,3,September,Friday,30.0
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,55.0,225,123750,37125,30%,Outlet,2021,9,3,September,Friday,30.0
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Men's Apparel,65.0,225,146250,43875,30%,Outlet,2021,9,3,September,Friday,30.0
Amazon,1185732,2021-09-17,Northeast,New Hampshire,Manchester,Women's Apparel,70.0,325,227500,79625,35%,Outlet,2021,9,3,September,Friday,35.0
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men's Street Footwear,70.0,475,332500,133000,40%,Outlet,2021,10,4,October,Tuesday,40.0
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65.0,300,195000,78000,40%,Outlet,2021,10,4,October,Tuesday,40.0
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women's Street Footwear,65.0,200,130000,39000,30%,Outlet,2021,10,4,October,Tuesday,30.0
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65.0,175,113750,34125,30%,Outlet,2021,10,4,October,Tuesday,30.0
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Men's Apparel,75.0,175,131250,39375,30%,Outlet,2021,10,4,October,Tuesday,30.0
Foot Locker,1185732,2021-10-19,Northeast,New Hampshire,Manchester,Women's Apparel,80.0,300,240000,84000,35%,Outlet,2021,10,4,October,Tuesday,35.0
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men's Street Footwear,75.0,450,337500,135000,40%,Outlet,2021,11,4,November,Thursday,40.0
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65.0,325,211250,84500,40%,Outlet,2021,11,4,November,Thursday,40.0
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Women's Street Footwear,65.0,345,224250,67275,30%,Outlet,2021,11,4,November,Thursday,30.0
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65.0,325,211250,63375,30%,Outlet,2021,11,4,November,Thursday,30.0
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Men's Apparel,75.0,300,225000,67500,30%,Outlet,2021,11,4,November,Thursday,30.0
Foot Locker,1185732,2021-11-18,Northeast,New Hampshire,Manchester,Women's Apparel,80.0,400,320000,112000,35%,Outlet,2021,11,4,November,Thursday,35.0
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men's Street Footwear,75.0,625,468750,187500,40%,Outlet,2021,12,4,December,Friday,40.0
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,65.0,425,276250,110500,40%,Outlet,2021,12,4,December,Friday,40.0
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women's Street Footwear,65.0,400,260000,78000,30%,Outlet,2021,12,4,December,Friday,30.0
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,65.0,350,227500,68250,30%,Outlet,2021,12,4,December,Friday,30.0
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Men's Apparel,75.0,350,262500,78750,30%,Outlet,2021,12,4,December,Friday,30.0
Foot Locker,1185732,2021-12-17,Northeast,New Hampshire,Manchester,Women's Apparel,80.0,450,360000,126000,35%,Outlet,2021,12,4,December,Friday,35.0
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men's Street Footwear,55.0,500,275000,96250,35%,Outlet,2021,1,1,January,Sunday,35.0
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,55.0,300,165000,57750,35%,Outlet,2021,1,1,January,Sunday,35.0
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women's Street Footwear,45.0,300,135000,33750,25%,Outlet,2021,1,1,January,Sunday,25.0
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women's Athletic Footwear,50.0,150,75000,18750,25%,Outlet,2021,1,1,January,Sunday,25.0
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Men's Apparel,65.0,200,130000,32500,25%,Outlet,2021,1,1,January,Sunday,25.0
Foot Locker,1185732,2021-01-24,Northeast,New Hampshire,Manchester,Women's Apparel,55.0,300,165000,49500,30%,Outlet,2021,1,1,January,Sunday,30.0
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men's Street Footwear,55.0,575,316250,110688,35%,Outlet,2021,2,1,February,Monday,35.0001581027668
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Men's Athletic Footwear,55.0,225,123750,43313,35%,Outlet,2021,2,1,February,Monday,35.00040404040404
Foot Locker,1185732,2021-02-22,Northeast,New Hampshire,Manchester,Women's Street Footwear,45.0,275,123750,30938,25%,Outlet,2021,2,1,February,Monday,25.00040404040404
Foot Locker,1185732,2020-01-01,Northeast,New York,New York,Men's Street Footwear,47.0,336,15792,9633,61%,Online,2020,1,1,January,Wednesday,60.99924012158054
Foot Locker,1185732,2020-01-02,Northeast,New York,New York,Men's Athletic Footwear,47.0,260,12220,5132,42%,Online,2020,1,1,January,Thursday,41.99672667757774
Foot Locker,1185732,2020-01-03,Northeast,New York,New York,Women's Street Footwear,36.0,250,9000,4140,46%,Online,2020,1,1,January,Friday,46.0
Foot Locker,1185732,2020-01-04,Northeast,New York,New York,Women's Athletic Footwear,41.0,247,10127,4658,46%,Online,2020,1,1,January,Saturday,45.99585267107732
Foot Locker,1185732,2020-01-05,Northeast,New York,New York,Men's Apparel,55.0,234,12870,5148,40%,Online,2020,1,1,January,Sunday,40.0
Foot Locker,1185732,2020-01-06,Northeast,New York,New York,Women's Apparel,46.0,260,11960,4425,37%,Online,2020,1,1,January,Monday,36.99832775919732
Foot Locker,1185732,2020-01-07,Northeast,New York,New York,Men's Street Footwear,46.0,313,14398,8927,62%,Online,2020,1,1,January,Tuesday,62.00166689818031
Foot Locker,1185732,2020-01-08,Northeast,New York,New York,Men's Athletic Footwear,46.0,261,12006,5283,44%,Online,2020,1,1,January,Wednesday,44.00299850074963
Foot Locker,1185732,2020-01-21,Northeast,New York,New York,Women's Street Footwear,36.0,276,9936,4670,47%,Online,2020,1,1,January,Tuesday,47.00080515297906
Foot Locker,1185732,2020-01-22,Northeast,New York,New York,Women's Athletic Footwear,44.0,206,9064,4441,49%,Online,2020,1,1,January,Wednesday,48.99602824360106
Foot Locker,1185732,2020-01-23,Northeast,New York,New York,Men's Apparel,58.0,243,14094,6060,43%,Online,2020,1,1,January,Thursday,42.99702000851426
Foot Locker,1185732,2020-01-24,Northeast,New York,New York,Women's Apparel,48.0,290,13920,5290,38%,Online,2020,1,1,January,Friday,38.002873563218394
Foot Locker,1185732,2020-01-25,Northeast,New York,New York,Men's Street Footwear,46.0,354,16284,10259,63%,Online,2020,1,1,January,Saturday,63.00049127978383
Foot Locker,1185732,2020-01-26,Northeast,New York,New York,Men's Athletic Footwear,48.0,259,12432,5346,43%,Online,2020,1,1,January,Sunday,43.0019305019305
Foot Locker,1185732,2020-01-27,Northeast,New York,New York,Women's Street Footwear,39.0,247,9633,4720,49%,Online,2020,1,1,January,Monday,48.998235233053045
Foot Locker,1185732,2020-01-28,Northeast,New York,New York,Women's Athletic Footwear,43.0,216,9288,4644,50%,Online,2020,1,1,January,Tuesday,50.0
Foot Locker,1185732,2020-01-29,Northeast,New York,New York,Men's Apparel,59.0,230,13570,5699,42%,Online,2020,1,1,January,Wednesday,41.99705232129698
Foot Locker,1185732,2020-01-30,Northeast,New York,New York,Women's Apparel,45.0,238,10710,3749,35%,Online,2020,1,1,January,Thursday,35.004668534080295
Foot Locker,1185732,2020-01-31,Northeast,New York,New York,Men's Street Footwear,45.0,300,13500,8370,62%,Online,2020,1,1,January,Friday,62.0
Foot Locker,1185732,2020-02-01,Northeast,New York,New York,Men's Athletic Footwear,47.0,234,10998,4509,41%,Online,2020,2,1,February,Saturday,40.99836333878887
Foot Locker,1185732,2020-02-02,Northeast,New York,New York,Women's Street Footwear,39.0,252,9828,4914,50%,Online,2020,2,1,February,Sunday,50.0
Foot Locker,1185732,2020-02-03,Northeast,New York,New York,Women's Athletic Footwear,41.0,239,9799,4802,49%,Online,2020,2,1,February,Monday,49.005000510256146
Foot Locker,1185732,2020-02-04,Northeast,New York,New York,Men's Apparel,56.0,215,12040,5057,42%,Online,2020,2,1,February,Tuesday,42.001661129568106
Foot Locker,1185732,2020-02-05,Northeast,New York,New York,Women's Apparel,49.0,238,11662,4315,37%,Online,2020,2,1,February,Wednesday,37.00051449151089
Foot Locker,1185732,2020-02-06,Northeast,New York,New York,Men's Street Footwear,54.0,317,17118,10956,64%,Online,2020,2,1,February,Thursday,64.00280406589555
Foot Locker,1185732,2020-02-07,Northeast,New York,New York,Men's Athletic Footwear,50.0,259,12950,5180,40%,Online,2020,2,1,February,Friday,40.0
Foot Locker,1185732,2020-02-08,Northeast,New York,New York,Women's Street Footwear,46.0,261,12006,5643,47%,Online,2020,2,1,February,Saturday,47.00149925037481
Foot Locker,1185732,2020-02-09,Northeast,New York,New York,Women's Athletic Footwear,46.0,230,10580,5078,48%,Online,2020,2,1,February,Sunday,47.996219281663514
Foot Locker,1185732,2020-02-10,Northeast,New York,New York,Men's Apparel,59.0,245,14455,6505,45%,Online,2020,2,1,February,Monday,45.00172950536147
Foot Locker,1185732,2020-03-03,Northeast,New York,New York,Women's Apparel,59.0,290,17110,6160,36%,Online,2020,3,1,March,Tuesday,36.00233781414378
Foot Locker,1185732,2020-03-04,Northeast,New York,New York,Men's Street Footwear,55.0,313,17215,10501,61%,Online,2020,3,1,March,Wednesday,60.999128666860294
Foot Locker,1185732,2020-03-05,Northeast,New York,New York,Men's Athletic Footwear,54.0,270,14580,5978,41%,Online,2020,3,1,March,Thursday,41.00137174211248
Foot Locker,1185732,2020-03-06,Northeast,New York,New York,Women's Street Footwear,46.0,278,12788,6138,48%,Online,2020,3,1,March,Friday,47.99812324053801
Foot Locker,1185732,2020-03-07,Northeast,New York,New York,Women's Athletic Footwear,47.0,261,12267,5520,45%,Online,2020,3,1,March,Saturday,44.99877720714111
Foot Locker,1185732,2020-03-08,Northeast,New York,New York,Men's Apparel,55.0,252,13860,6237,45%,Online,2020,3,1,March,Sunday,45.0
Foot Locker,1185732,2020-03-09,Northeast,New York,New York,Women's Apparel,64.0,305,19520,7613,39%,Online,2020,3,1,March,Monday,39.00102459016394
Foot Locker,1185732,2020-03-10,Northeast,New York,New York,Men's Street Footwear,59.0,319,18821,11293,60%,Online,2020,3,1,March,Tuesday,60.00212528558525
Foot Locker,1185732,2020-03-11,Northeast,New York,New York,Men's Athletic Footwear,53.0,267,14151,5943,42%,Online,2020,3,1,March,Wednesday,41.99703201187195
Foot Locker,1185732,2020-03-12,Northeast,New York,New York,Women's Street Footwear,46.0,247,11362,5113,45%,Online,2020,3,1,March,Thursday,45.00088012673825
Foot Locker,1185732,2020-03-13,Northeast,New York,New York,Women's Athletic Footwear,46.0,243,11178,5142,46%,Online,2020,3,1,March,Friday,46.00107353730542
Foot Locker,1185732,2020-03-14,Northeast,New York,New York,Men's Apparel,58.0,231,13398,5761,43%,Online,2020,3,1,March,Saturday,42.99895506792058
Foot Locker,1185732,2020-03-15,Northeast,New York,New York,Women's Apparel,61.0,286,17446,6978,40%,Online,2020,3,1,March,Sunday,39.997707210821964
Foot Locker,1185732,2020-03-16,Northeast,New York,New York,Men's Street Footwear,58.0,325,18850,11499,61%,Online,2020,3,1,March,Monday,61.0026525198939
Foot Locker,1185732,2020-03-17,Northeast,New York,New York,Men's Athletic Footwear,53.0,308,16324,6693,41%,Online,2020,3,1,March,Tuesday,41.00098015192355
Foot Locker,1185732,2020-03-18,Northeast,New York,New York,Women's Street Footwear,45.0,257,11565,5320,46%,Online,2020,3,1,March,Wednesday,46.00086467790748
Foot Locker,1185732,2020-03-31,Northeast,New York,New York,Women's Athletic Footwear,47.0,241,11327,5324,47%,Online,2020,3,1,March,Tuesday,47.00273682351902
Walmart,1185732,2020-04-17,Northeast,New York,New York,Men's Apparel,54.0,270,14580,6561,45%,Online,2020,4,2,April,Friday,45.0
Walmart,1185732,2020-04-18,Northeast,New York,New York,Women's Apparel,62.0,290,17980,6653,37%,Online,2020,4,2,April,Saturday,37.00222469410456
Walmart,1185732,2020-04-19,Northeast,New York,New York,Men's Street Footwear,56.0,360,20160,12499,62%,Online,2020,4,2,April,Sunday,61.99900793650793
Walmart,1185732,2020-04-20,Northeast,New York,New York,Men's Athletic Footwear,50.0,270,13500,5940,44%,Online,2020,4,2,April,Monday,44.0
Walmart,1185732,2020-04-21,Northeast,New York,New York,Women's Street Footwear,47.0,268,12596,5920,47%,Online,2020,4,2,April,Tuesday,46.99904731660845
Walmart,1185732,2020-04-22,Northeast,New York,New York,Women's Athletic Footwear,47.0,252,11844,5448,46%,Online,2020,4,2,April,Wednesday,45.99797365754812
Walmart,1185732,2020-04-23,Northeast,New York,New York,Men's Apparel,58.0,252,14616,5846,40%,Online,2020,4,2,April,Thursday,39.99726327312534
